id_player,name,sex,country,birth_year
104978,Daniel Brands,M,GER,1989
111790,Brayden Schnur,M,CAN,1995
124116,Sebastian Ofner,M,AUT,1996
105074,Ruben Bemelmans,M,BEL,1987
106420,Gianluigi Quinzi,M,ITA,1997
124154,Sasi Kumar Mukund,M,IND,1996
105656,Marcelo Arevalo,M,ESA,1992
111815,Cameron Norrie,M,GBR,1995
105807,Pablo Carreno Busta,M,ESP,1991
104926,Fabio Fognini,M,ITA,1987
104545,John Isner,M,USA,1985
105311,Joao Sousa,M,POR,1989
103970,David Ferrer,M,ESP,1984
104907,Jose Rubin Statham,M,NZL,1988
133430,Denis Shapovalov,M,CAN,1999
105449,Steve Johnson,M,USA,1989
111456,Mackenzie McDonald,M,USA,1995
104655,Pablo Cuevas,M,URU,1985
104547,Horacio Zeballos,M,ARG,1987
105047,Tim Puetz,M,GER,1988
103565,Stephane Robert,M,FRA,1980
104667,Philipp Oswald,M,AUT,1988
105341,Thomas Fabbiano,M,ITA,1989
110686,Finn Tearney,M,NZL,1992
109054,Daniel Masur,M,GER,1994
105406,Roberto Marcora,M,ITA,1989
208055,Ajeet Rai,M,NZL,2000
105015,Franko Skugor,M,CRO,1990
106043,Diego Schwartzman,M,ARG,1992
126774,Stefanos Tsitsipas,M,GRE,1998
105819,Guido Andreozzi,M,ARG,1991
105373,Martin Klizan,M,SVK,1989
105023,Sam Querrey,M,USA,1987
105051,Matthew Ebden,M,AUS,1987
106298,Lucas Pouille,M,FRA,1994
126207,Frances Tiafoe,M,USA,1997
202429,Camila Giorgi,F,ITA,1991
201444,Su Wei Hsieh,F,TPE,1985
214544,Aryna Sabalenka,F,BLR,1998
201490,Timea Bacsinszky,F,SUI,1991
201495,Dominika Cibulkova,F,SVK,1991
213583,Tatjana Maria,F,GER,1987
202469,Garbine Muguruza,F,ESP,1993
206420,Ekaterina Alexandrova,F,RUS,1994
201620,Monica Puig,F,PUR,1994
202458,Ashleigh Barty,F,AUS,1996
211533,Jelena Ostapenko,F,LAT,1997
201493,Angelique Kerber,F,GER,1987
201594,Simona Halep,F,ROU,1991
106186,Jason Kubler,M,AUS,1993
201527,Stefanie Voegele,F,SUI,1990
214956,Miriam Kolodziejova,F,CZE,1997
205923,Abbie Myers,F,AUS,1995
213666,Maddison Inglis,F,AUS,1997
201610,Zarina Diyas,F,KAZ,1993
201366,Barbora Zahlavova Strycova,F,CZE,1986
215811,Alexandra Bozovic,F,AUS,1998
205815,Eri Hozumi,F,JPN,1994
201318,Bethanie Mattek Sands,F,USA,1985
214461,Tamara Zidansek,F,SLO,1997
104745,Rafael Nadal,M,ESP,1986
103819,Roger Federer,M,SUI,1981
100644,Alexander Zverev,M,GER,1997
105227,Marin Cilic,M,CRO,1988
106432,Borna Coric,M,CRO,1997
105936,Filip Krajinovic,M,SRB,1992
104792,Gael Monfils,M,FRA,1986
106283,Mitchell Krueger,M,USA,1993
105554,Daniel Evans,M,GBR,1990
111794,Kamil Majchrzak,M,POL,1995
104678,Viktor Troicki,M,SRB,1986
144750,Lloyd Harris,M,RSA,1997
200484,Rudolf Molleker,M,GER,2000
105882,Stefano Travaglia,M,ITA,1991
104563,Luca Vanni,M,ITA,1985
105967,Henri Laaksonen,M,SUI,1992
105147,Tatsuma Ito,M,JPN,1988
105163,Gleb Sakharov,M,FRA,1990
104810,Zhe Li,M,CHN,1987
106058,Jack Sock,M,USA,1992
106071,Bernard Tomic,M,AUS,1992
104386,Janko Tipsarevic,M,SRB,1986
105062,Mikhail Kukushkin,M,KAZ,1987
104999,Mischa Zverev,M,GER,1987
105643,Federico Delbonis,M,ARG,1990
103852,Feliciano Lopez,M,ESP,1981
201466,Kaia Kanepi,F,EST,1985
213550,Sofia Kenin,F,USA,1998
206368,Veronika Kudermetova,F,RUS,1997
201427,Alize Cornet,F,FRA,1989
202418,Lara Arruabarrena,F,ESP,1992
200748,Venus Williams,F,USA,1980
216262,Clara Burel,F,FRA,2001
202446,Eugenie Bouchard,F,CAN,1994
201397,Shuai Peng,F,CHN,1987
200033,Serena Williams,F,USA,1981
212001,Natalia Vikhlyantseva,F,RUS,1997
202453,Saisai Zheng,F,CHN,1994
203435,Dalila Jakupovic,F,SLO,1991
216347,Iga Swiatek,F,POL,2001
202536,Ana Bogdan,F,ROU,1992
201483,Madison Brengle,F,USA,1990
201595,Misaki Doi,F,JPN,1991
202663,Magda Linette,F,POL,1991
201696,Laura Siegemund,F,GER,1988
201458,Victoria Azarenka,F,BLR,1989
202492,Qiang Wang,F,CHN,1991
211539,Fiona Ferro,F,FRA,1997
215370,Bianca Andreescu,F,CAN,2000
215992,Whitney Osuigwe,F,USA,2002
201621,Mona Barthel,F,GER,1990
203533,Anna Karolina Schmiedlova,F,SVK,1994
202506,Margarita Gasparyan,F,RUS,1994
202684,Lin Zhu,F,CHN,1994
201426,Pauline Parmentier,F,FRA,1986
201619,Madison Keys,F,USA,1995
201533,Shuai Zhang,F,CHN,1988
201697,Kristyna Pliskova,F,CZE,1992
215020,Anna Blinkova,F,RUS,1998
214149,Viktoria Kuzmova,F,SVK,1998
201593,Irina Camelia Begu,F,ROU,1990
202505,Belinda Bencic,F,SUI,1997
216153,Amanda Anisimova,F,USA,2001
201512,Monica Niculescu,F,ROU,1987
211107,Katie Boulter,F,GBR,1996
201505,Ekaterina Makarova,F,RUS,1988
214939,Anna Kalinskaya,F,RUS,1998
202503,Luksika Kumkhum,F,THA,1995
206374,Yafan Wang,F,CHN,1994
206391,Ellen Perez,F,AUS,1995
206292,Astra Sharma,F,AUS,1995
206289,Maria Sakkari,F,GRE,1995
201345,Maria Sharapova,F,RUS,1988
202490,Rebecca Peterson,F,SWE,1995
201514,Sorana Cirstea,F,ROU,1990
201596,Johanna Larsson,F,SWE,1990
214304,Vera Lapko,F,BLR,1998
201496,Caroline Wozniacki,F,DEN,1991
202421,Alison Van Uytvanck,F,BEL,1994
203501,Taylor Townsend,F,USA,1997
201693,Timea Babos,F,HUN,1993
202460,Ons Jabeur,F,TUN,1994
214954,Marketa Vondrousova,F,CZE,1999
201516,Evgeniya Rodina,F,RUS,1991
201549,Petra Martic,F,CRO,1990
204427,Sara Sorribes Tormo,F,ESP,1996
201465,Kirsten Flipkens,F,BEL,1986
201499,Anastasia Pavlyuchenkova,F,RUS,1991
201590,Alison Riske,F,USA,1990
201504,Julia Goerges,F,GER,1989
203500,Sachia Vickery,F,USA,1995
204434,Ysaline Bonaventure,F,BEL,1994
201614,Caroline Garcia,F,FRA,1993
211316,Jessika Ponchet,F,FRA,1996
211651,Paula Badosa,F,ESP,1997
206242,Beatriz Haddad Maia,F,BRA,1996
201555,Polona Hercog,F,SLO,1990
132283,Lorenzo Sonego,M,ITA,1995
126652,Jay Clarke,M,GBR,1998
105216,Yuichi Sugita,M,JPN,1988
105841,Lorenzo Giustino,M,ITA,1991
200095,Nicola Kuhn,M,ESP,2000
105963,Arthur De Greef,M,BEL,1992
144895,Corentin Moutet,M,FRA,1999
124079,Pedro Martinez,M,ESP,1997
104873,Aleksandr Nedovyesov,M,KAZ,1987
126845,Max Purcell,M,AUS,1998
105585,Ze Zhang,M,CHN,1991
109303,Stefano Napolitano,M,ITA,1995
106390,Matteo Donati,M,ITA,1995
134868,Tallon Griekspoor,M,NED,1996
123755,Daniel Elahi Galan,M,COL,1996
126205,Tommy Paul,M,USA,1997
106232,Roberto Cid,M,DOM,1993
200514,Jurij Rodionov,M,AUT,1999
122330,Alexander Bublik,M,KAZ,1997
104297,Rogerio Dutra Silva,M,BRA,1985
134770,Casper Ruud,M,NOR,1998
104735,Tobias Kamke,M,GER,1986
105487,Facundo Bagnis,M,ARG,1990
106249,Joao Domingues,M,POR,1993
106005,Constant Lestienne,M,FRA,1992
105634,Viktor Galovic,M,ITA,1990
105782,Enrique Lopez Perez,M,ESP,1993
105385,Donald Young,M,USA,1989
133297,Yosuke Watanuki,M,JPN,1998
126952,Soon Woo Kwon,M,KOR,1997
105065,Tim Smyczek,M,USA,1989
105041,Lukas Lacko,M,SVK,1987
106353,Pedja Krstin,M,SRB,1994
110748,Nikola Milojevic,M,SRB,1995
123921,Calvin Hemery,M,FRA,1996
200466,Alexander Crnokrak,M,AUS,2001
111460,Quentin Halys,M,FRA,1996
106293,Kimmer Coppejans,M,BEL,1993
200221,Alejandro Davidovich Fokina,M,ESP,1999
104424,Go Soeda,M,JPN,1984
200624,Sebastian Korda,M,USA,2000
106228,Juan Ignacio Londero,M,ARG,1993
103990,Tommy Robredo,M,ESP,1982
106214,Oscar Otte,M,GER,1993
106099,Salvatore Caruso,M,ITA,1992
106105,Guilherme Clezar,M,BRA,1993
105300,Sergio Gutierrez Ferrol,M,ESP,1991
124014,Ernesto Escobedo,M,USA,1996
105641,Blaz Rola,M,SLO,1990
106361,Adam Pavlasek,M,CZE,1994
105633,Mohamed Safwat,M,EGY,1990
144645,Zdenek Kolar,M,CZE,1996
136440,Dominik Koepfer,M,GER,1994
104460,Dustin Brown,M,GER,1985
104122,Carlos Berlocq,M,ARG,1984
105655,Hiroki Moriya,M,JPN,1990
208014,Rinky Hijikata,M,AUS,2001
105561,Alessandro Giannessi,M,ITA,1990
104932,Kenny De Schepper,M,FRA,1987
105906,Kevin Krawietz,M,GER,1992
105943,Federico Gaio,M,ITA,1992
104629,Adrian Menendez Maceiras,M,ESP,1985
106328,Christian Harrison,M,USA,1994
105985,Darian King,M,BAR,1992
106072,Alexey Vatutin,M,RUS,1992
106110,Filip Horansky,M,SVK,1992
103917,Nicolas Mahut,M,FRA,1982
105064,Thomaz Bellucci,M,BRA,1987
111795,Filippo Baldi,M,ITA,1995
120424,Yannick Maden,M,GER,1989
121531,Mats Moraing,M,GER,1992
106291,Luke Saville,M,AUS,1994
111511,Noah Rubin,M,USA,1995
117361,Akira Santillan,M,AUS,1997
126125,Maxime Janvier,M,FRA,1996
111574,Jc Aragone,M,USA,1995
106296,Gregoire Barrere,M,FRA,1994
117353,Duck Hee Lee,M,KOR,1998
126846,Aleksandar Vukic,M,AUS,1996
201329,Vera Zvonareva,F,RUS,1984
202491,Varvara Flink,F,RUS,1996
202437,Anastasia Grymalska,F,ITA,1990
201542,Olivia Rogowska,F,AUS,1992
215290,Katarina Zavatska,F,UKR,2000
202701,Irina Khromacheva,F,RUS,1995
202482,Barbara Haas,F,AUT,1996
201664,Pemra Ozgen,F,TUR,1986
201501,Olga Govortsova,F,BLR,1988
201562,Silvia Soler Espinosa,F,ESP,1990
215804,Kaylah Mcphee,F,AUS,1999
210303,Kathinka Von Deichmann,F,LIE,1994
203569,Olga Doroshina,F,RUS,1994
213525,Jil Belen Teichmann,F,SUI,1997
201529,Kristie Ahn,F,USA,1992
213602,Gabriella Taylor,F,GBR,1999
202440,Paula Ormaechea,F,ARG,1992
204291,Na Lae Han,F,KOR,1992
202467,Elitsa Kostova,F,BUL,1990
215042,Katie Swan,F,GBR,1999
204394,Valentini Grammatikopoulou,F,GRE,1997
210705,Irina Maria Bara,F,ROU,1995
202493,Ekaterine Gorgodze,F,GEO,1991
202702,Tereza Smitkova,F,CZE,1994
215550,Ayano Shimizu,F,JPN,1998
211843,Anhelina Kalinina,F,UKR,1996
203325,Martina Di Giuseppe,F,ITA,1990
211222,Jamie Loeb,F,USA,1995
214643,Ludmilla Samsonova,F,RUS,1998
215832,Gabriella Da Silva Fick,F,AUS,2001
201613,Arina Rodionova,F,RUS,1989
211901,Aliona Bolsova,F,MDA,1997
202488,Valentyna Ivakhnenko,F,UKR,1993
203398,Danielle Lao,F,USA,1991
203288,Jia Jing Lu,F,CHN,1989
201606,Rebecca Marino,F,CAN,1990
211148,Jasmine Paolini,F,ITA,1995
205723,Anna Zaja,F,GER,1991
206124,Tereza Martincova,F,CZE,1994
212034,Fang Ying Xun,F,CHN,1995
216016,Xiyu Wang,F,CHN,2001
214906,Claire Liu,F,USA,2000
204430,Antonia Lottner,F,GER,1996
211702,Nao Hibino,F,JPN,1994
206408,Nadia Podoroska,F,ARG,1996
202628,Maryna Zanevska,F,UKR,1993
206045,Quirine Lemoine,F,NED,1991
201554,Vitalia Diatchenko,F,RUS,1990
211407,Dejana Radanovic,F,SRB,1996
202450,Jana Cepelova,F,SVK,1994
203281,Amandine Hesse,F,FRA,1992
204246,Lesley Kerkhove,F,NED,1991
206102,Ankita Raina,F,IND,1992
202707,Myrtille Georges,F,FRA,1991
202653,Denisa Allertova,F,CZE,1994
211736,Ivana Jorovic,F,SRB,1997
201580,Xinyun Han,F,CHN,1991
201534,Asia Muhammed,F,USA,1991
201402,Sesil Karatantcheva,F,KAZ,1991
211719,Shilin Xu,F,CHN,1998
213779,Raluca Georgiana Serban,F,ROU,1997
203564,Chloe Paquet,F,FRA,1994
214981,Elena Rybakina,F,KAZ,1999
202579,Giulia Gatto Monticone,F,ITA,1987
203354,Martina Trevisan,F,ITA,1993
213941,Anastasia Zarytska,F,UKR,1997
201674,Sabina Sharipova,F,UZB,1994
213544,Jana Fett,F,CRO,1996
215096,Jaimee Fourlis,F,AUS,1999
202659,Tereza Mrdeza,F,CRO,1990
206251,Kimberley Zimmermann,F,BEL,1995
206252,Barbora Krejcikova,F,CZE,1995
214684,Katherine Sebov,F,CAN,1998
202705,Veronica Cepede Royg,F,PAR,1991
202480,Richel Hogenkamp,F,NED,1992
201551,Arantxa Rus,F,NED,1990
206390,Isabelle Wallace,F,AUS,1998
201513,Sabine Lisicki,F,GER,1990
201648,Naomi Broady,F,GBR,1990
202916,Georgina Garcia Perez,F,ESP,1992
214541,Fanny Stollar,F,HUN,1998
202508,Yuxuan Zhang,F,CHN,1996
203575,Danka Kovinic,F,MNE,1994
203578,Fangzhou Liu,F,CHN,1997
202457,Bibiane Schoofs,F,NED,1988
215314,En Shuo Liang,F,TPE,2000
202504,Ying Ying Duan,F,CHN,1990
214694,Karman Thandi,F,IND,1998
202489,Carina Witthoeft,F,GER,1997
201616,Lauren Davis,F,USA,1993
215219,Kaja Juvan,F,SLO,2000
106398,Pedro Cachin,M,ARG,1995
205734,Thiago Seyboth Wild,M,BRA,2000
106198,Hugo Dellien,M,BOL,1993
105948,Federico Coria,M,ARG,1992
202103,Francisco Cerundolo,M,ARG,1998
105911,Andrea Collarini,M,ARG,1991
207680,Facundo Diaz Acosta,M,ARG,2000
106032,Facundo Arguello,M,ARG,1993
105559,Jonathan Eysseric,M,FRA,1990
206758,Antoine Cornut Chauvinc,M,FRA,2000
126127,Benjamin Bonzi,M,FRA,1996
200247,Alexandar Lazarov,M,BUL,1997
202090,Adrian Andreev,M,BUL,2001
106220,Dimitar Kuzmanov,M,BUL,1993
126328,Gabriel Donev,M,BUL,1997
111200,Elias Ymer,M,SWE,1996
126663,Juan Pablo Ficovich,M,ARG,1996
202106,Juan Bautista Otegui,M,ARG,2001
200368,Jack Mingjie Lin,M,CAN,2001
105398,Adam El Mihdawy,M,USA,1991
105933,Roberto Quiroz,M,ECU,1992
202318,Roy Smith,M,USA,1998
207992,Cannon Kingsley,M,USA,2002
125847,Jelle Sels,M,NED,1995
105691,Scott Griekspoor,M,NED,1992
207764,Ryan Nijboer,M,NED,1999
105223,Juan Martin del Potro,M,ARG,1990
111577,Jared Donaldson,M,USA,1999
208186,Preston Brown,M,USA,2003
124186,Alexandre Muller,M,FRA,1997
202178,Mateus De Carvalho Cardoso Alves,M,BRA,2002
208372,Natan Rodrigues,M,BRA,2003
122425,Rafael Matos,M,BRA,1995
126204,Gerardo Lopez Villasenor,M,MEX,1995
207182,Emilio Nava,M,USA,2001
213887,Renata Zarazua,F,MEX,1997
106250,Luis Patino,M,MEX,1993
207834,Juan Alejandro Hernandez Serrano,M,MEX,1999
105751,Roberto Ortega Olmedo,M,ESP,1991
106412,Lucas Gomez,M,MEX,1995
105302,Ante Pavic,M,CRO,1989
105877,Emilio Gomez,M,ECU,1991
202436,Reka Luca Jani,F,HUN,1991
211874,Victoria Rodriguez,F,MEX,1995
215019,Maria Jose Portillo Ramirez,F,MEX,1999
204419,Ana Sofia Sanchez,F,MEX,1994
205892,Giuliana Olmos,F,MEX,1993
200278,Simon Carr,M,IRL,2000
105747,Karim Mohamed Maamoun,M,EGY,1992
106203,Pedro Sakamoto,M,BRA,1993
110778,Joao Menezes,M,BRA,1996
105154,Joao Souza,M,BRA,1990
200553,Alen Avidzba,M,RUS,2000
106218,Marcos Giron,M,USA,1993
216083,Caty Mcnally,F,USA,2001
202468,Jessica Pegula,F,USA,1994
111765,Evan Song,M,USA,1992
106075,Jozef Kovalik,M,SVK,1992
200670,J.J. Wolf,M,USA,1998
105132,Jurgen Zopp,M,EST,1990
215371,Francesca Di Lorenzo,F,USA,1997
216373,Zoe Kruger,F,RSA,2002
201506,Sara Errani,F,ITA,1987
214728,Ashley Kratzer,F,USA,2000
202498,Julia Glushko,F,ISR,1991
202358,Chun Hsin Tseng,M,TPE,2001
144707,Mikael Ymer,M,SWE,1998
216133,Xin Yu Wang,F,CHN,2001
221103,Cori Gauff,F,USA,2004
211390,Mari Osaka,F,JPN,1996
204431,Anna Lena Friedsam,F,GER,1994
208527,Zane Khan,M,USA,2002
221012,Qinwen Zheng,F,CHN,2002
105053,Santiago Giraldo,M,COL,1989
105649,Cedrik Marcel Stebe,M,GER,1990
104467,Lamine Ouahab,M,ALG,1986
200611,Elliot Benchetrit,M,FRA,1998
106348,Evgeny Karlovskiy,M,RUS,1994
125842,Adam Moundir,M,SUI,1996
200031,Lucas Catarina,M,MON,1996
132842,Julian Ocleppo,M,ITA,1997
105714,Hugo Nys,M,MON,1992
106033,Romain Arneodo,M,FRA,1992
105851,Florent Diep,M,FRA,1993
207989,Carlos Alcaraz Garfia,M,ESP,2003
105226,Attila Balazs,M,HUN,1989
206173,Jannik Sinner,M,ITA,2001
200218,Mate Valkusz,M,HUN,2000
200436,Zsombor Piros,M,HUN,1999
105671,Gastao Elias,M,POR,1990
126623,Alexander Erler,M,AUT,1997
105870,Yannick Hanfmann,M,GER,1991
104755,Richard Gasquet,M,FRA,1986
201320,Svetlana Kuznetsova,F,RUS,1985
208094,Jorge Plans,M,ESP,2004
109640,Andrea Basso,M,ITA,1995
220714,Elisabetta Cocciaretto,F,ITA,2001
202235,Jacopo Berrettini,M,ITA,1998
133045,Riccardo Balzerani,M,ITA,1998
207518,Lorenzo Musetti,M,ITA,2002
211216,Cristiana Ferrando,F,ITA,1995
214593,Lucrezia Stefanini,F,ITA,1998
211333,Georgia Brescia,F,ITA,1997
126523,Bernabe Zapata Miralles,M,ESP,1996
111187,Kaichi Uchida,M,JPN,1994
200265,Ulises Blanch,M,USA,1998
202327,Marko Miladinovic,M,SRB,2001
144817,Marc Andrea Huesler,M,SUI,1996
106137,Tristan Lamasine,M,FRA,1993
105731,Steven Diez,M,CAN,1991
106408,Mario Vilella Martinez,M,ESP,1995
126409,Hugo Grenier,M,FRA,1996
201588,Anna Tatishvili,F,GEO,1992
221911,Selena Janicijevic,F,FRA,2002
211552,Harmony Tan,F,FRA,1997
201603,Shelby Rogers,F,USA,1992
220348,Diane Parry,F,FRA,2002
211019,Audrey Albie,F,FRA,1994
201568,Kristina Kucova,F,SVK,1990
106288,Mathias Bourgue,M,FRA,1993
104970,Matteo Viola,M,ITA,1987
105613,Norbert Gombos,M,SVK,1990
111505,Enzo Couacaud,M,FRA,1995
105011,Illya Marchenko,M,UKR,1987
111512,Johan Sebastien Tatlot,M,FRA,1998
105217,Thiemo De Bakker,M,NED,1990
105590,Uladzimir Ignatik,M,BLR,1990
105589,Gerald Melzer,M,AUT,1990
200384,Hugo Gaston,M,FRA,2000
111192,Lucas Miedler,M,AUT,1996
111453,Mikael Torpegaard,M,DEN,1994
144972,Geoffrey Blancaneaux,M,FRA,1998
200188,Matteo Martineau,M,FRA,1998
131905,Manuel Guinard,M,FRA,1995
126120,Nino Serdarusic,M,CRO,1996
144656,Corentin Denolly,M,FRA,1997
104804,Amir Weintraub,M,ISR,1988
126149,Gianluca Mager,M,ITA,1994
202430,Alize Lim,F,FRA,1991
203576,Kai Lin Zhang,F,CHN,1991
206178,Susanne Celik,F,SWE,1996
211337,Tamara Korpatsch,F,GER,1995
203514,Katarzyna Kawa,F,POL,1992
201472,Romina Oprandi,F,SUI,1988
213837,Ylena In Albon,F,SUI,1999
221039,Elsa Jacquemot,F,FRA,2003
201701,Basak Eraydin,F,TUR,1994
213889,Greetje Minnen,F,BEL,1997
