winner_id,PlayerWins,AverageWins,country
104963,31,27,BEL                                                                                                 
105493,52,26,BIH                                                                                                 
215131,105,26,BIH                                                                                                 
211296,113,26,BIH                                                                                                 
210271,36,26,BIH                                                                                                 
105806,135,26,BIH                                                                                                 
105060,76,26,BIH                                                                                                 
203456,82,26,BIH                                                                                                 
106000,166,26,BIH                                                                                                 
203415,51,26,BLR                                                                                                 
105299,27,26,BLR                                                                                                 
214959,31,26,BLR                                                                                                 
201458,63,26,BLR                                                                                                 
214544,179,26,BLR                                                                                                 
216020,32,26,BLR                                                                                                 
211426,61,26,BLR                                                                                                 
216013,113,26,BLR                                                                                                 
106078,148,26,BLR                                                                                                 
203441,74,26,BLR                                                                                                 
105029,35,26,BLR                                                                                                 
105590,113,26,BLR                                                                                                 
215707,90,26,BLR                                                                                                 
125802,190,26,BLR                                                                                                 
201501,91,26,BLR                                                                                                 
214304,109,26,BLR                                                                                                 
216039,83,26,BLR                                                                                                 
205925,104,26,BLR                                                                                                 
213576,87,26,BLR                                                                                                 
106198,124,8,BOL                                                                                                 
210138,108,8,BOL                                                                                                 
105156,24,8,BOL                                                                                                 
238065,9,8,BOL                                                                                                 
104297,135,13,BRA                                                                                                 
200335,48,13,BRA                                                                                                 
106211,16,13,BRA                                                                                                 
104738,31,13,BRA                                                                                                 
106252,60,13,BRA                                                                                                 
106203,77,13,BRA                                                                                                 
106105,124,13,BRA                                                                                                 
206430,176,13,BRA                                                                                                 
214322,14,13,BRA                                                                                                 
202694,55,13,BRA                                                                                                 
105571,25,13,BRA                                                                                                 
206007,114,13,BRA                                                                                                 
205848,102,13,BRA                                                                                                 
205734,64,13,BRA                                                                                                 
206242,146,13,BRA                                                                                                 
105154,87,13,BRA                                                                                                 
110774,15,13,BRA                                                                                                 
205933,62,13,BRA                                                                                                 
105180,20,13,BRA                                                                                                 
213753,113,13,BRA                                                                                                 
105064,98,13,BRA                                                                                                 
104007,34,13,BRA                                                                                                 
110778,82,13,BRA                                                                                                 
205591,77,13,BRA                                                                                                 
105262,18,13,BRA                                                                                                 
206194,136,13,BRA                                                                                                 
121264,21,13,BRA                                                                                                 
213604,30,13,BRA                                                                                                 
215721,35,13,BRA                                                                                                 
106329,195,13,BRA                                                                                                 
211594,67,13,BRA                                                                                                 
202467,140,23,BUL                                                                                                 
201450,40,23,BUL                                                                                                 
105777,120,23,BUL                                                                                                 
202695,101,23,BUL                                                                                                 
201691,127,23,BUL                                                                                                 
211456,92,23,BUL                                                                                                 
202691,81,23,BUL                                                                                                 
211931,37,23,BUL                                                                                                 
202600,172,23,BUL                                                                                                 
106220,90,23,BUL                                                                                                 
215566,69,23,BUL                                                                                                 
206336,150,23,BUL                                                                                                 
214006,83,23,BUL                                                                                                 
202688,200,23,BUL                                                                                                 
201486,34,14,CAN                                                                                                 
214684,90,14,CAN                                                                                                 
105683,115,14,CAN                                                                                                 
105577,144,14,CAN                                                                                                 
202446,79,14,CAN                                                                                                 
214577,27,14,CAN                                                                                                 
215370,115,14,CAN                                                                                                 
213796,45,14,CAN                                                                                                 
111790,117,14,CAN                                                                                                 
211796,89,14,CAN                                                                                                 
203475,86,14,CAN                                                                                                 
220367,47,14,CAN                                                                                                 
104433,49,14,CAN                                                                                                 
133430,158,14,CAN                                                                                                 
201606,72,14,CAN                                                                                                 
200000,160,14,CAN                                                                                                 
221165,24,14,CAN                                                                                                 
106290,73,14,CAN                                                                                                 
105166,154,14,CAN                                                                                                 
105731,124,14,CAN                                                                                                 
202681,30,14,CAN                                                                                                 
203562,19,14,CAN                                                                                                 
200008,30,14,CAN                                                                                                 
111797,161,17,CHI                                                                                                 
210993,60,17,CHI                                                                                                 
211903,160,17,CHI                                                                                                 
105070,21,17,CHI                                                                                                 
144642,106,17,CHI                                                                                                 
206344,198,17,CHI                                                                                                 
106426,166,17,CHI                                                                                                 
126214,71,17,CHI                                                                                                 
109334,20,17,CHI                                                                                                 
106174,55,17,CHI                                                                                                 
206037,134,17,CHI                                                                                                 
212034,133,16,CHN                                                                                                 
213830,22,16,CHN                                                                                                 
201397,95,16,CHN                                                                                                 
214328,67,16,CHN                                                                                                 
201533,145,16,CHN                                                                                                 
210428,23,16,CHN                                                                                                 
215250,68,16,CHN                                                                                                 
215937,23,16,CHN                                                                                                 
216133,77,16,CHN                                                                                                 
201582,80,16,CHN                                                                                                 
210536,36,16,CHN                                                                                                 
206374,105,16,CHN                                                                                                 
206294,74,16,CHN                                                                                                 
212019,18,16,CHN                                                                                                 
213821,44,16,CHN                                                                                                 
203576,107,16,CHN                                                                                                 
201580,109,16,CHN                                                                                                 
214972,41,16,CHN                                                                                                 
105842,87,16,CHN                                                                                                 
202684,154,16,CHN                                                                                                 
202686,23,16,CHN                                                                                                 
215054,30,16,CHN                                                                                                 
122606,19,16,CHN                                                                                                 
221012,58,16,CHN                                                                                                 
214608,62,16,CHN                                                                                                 
214646,88,16,CHN                                                                                                 
206283,47,16,CHN                                                                                                 
202508,72,16,CHN                                                                                                 
111806,22,16,CHN                                                                                                 
213947,45,16,CHN                                                                                                 
211719,78,16,CHN                                                                                                 
220497,20,16,CHN                                                                                                 
214385,18,16,CHN                                                                                                 
213558,47,16,CHN                                                                                                 
202919,73,16,CHN                                                                                                 
111190,69,16,CHN                                                                                                 
202687,22,16,CHN                                                                                                 
216162,39,16,CHN                                                                                                 
214724,46,16,CHN                                                                                                 
214386,67,16,CHN                                                                                                 
106321,19,16,CHN                                                                                                 
203578,124,16,CHN                                                                                                 
215946,55,16,CHN                                                                                                 
203288,135,16,CHN                                                                                                 
202504,64,16,CHN                                                                                                 
215045,17,16,CHN                                                                                                 
215709,21,16,CHN                                                                                                 
105339,46,16,CHN                                                                                                 
144696,29,16,CHN                                                                                                 
215812,44,16,CHN                                                                                                 
206107,30,16,CHN                                                                                                 
202453,129,16,CHN                                                                                                 
213750,22,16,CHN                                                                                                 
202492,131,16,CHN                                                                                                 
105585,92,16,CHN                                                                                                 
215272,33,16,CHN                                                                                                 
104810,98,16,CHN                                                                                                 
216062,38,16,CHN                                                                                                 
200059,26,16,CHN                                                                                                 
215249,25,16,CHN                                                                                                 
203489,25,16,CHN                                                                                                 
214674,17,16,CHN                                                                                                 
216016,69,16,CHN                                                                                                 
215820,19,16,CHN                                                                                                 
201531,69,9,COL                                                                                                 
105578,37,9,COL                                                                                                 
104905,25,9,COL                                                                                                 
202464,68,9,COL                                                                                                 
200711,24,9,COL                                                                                                 
123755,166,9,COL                                                                                                 
105944,12,9,COL                                                                                                 
211043,54,9,COL                                                                                                 
215306,62,9,COL                                                                                                 
211864,124,9,COL                                                                                                 
105679,19,9,COL                                                                                                 
105826,29,9,COL                                                                                                 
104268,30,9,COL                                                                                                 
105292,87,9,COL                                                                                                 
221501,10,9,COL                                                                                                 
221431,10,9,COL                                                                                                 
215785,82,9,COL                                                                                                 
106181,22,9,COL                                                                                                 
105053,84,9,COL                                                                                                 
216151,19,9,COL                                                                                                 
214641,4,1,CRC                                                                                                 
212268,2,1,CRC                                                                                                 
213923,49,21,CRO                                                                                                 
201694,81,21,CRO                                                                                                 
211329,120,21,CRO                                                                                                 
223087,38,21,CRO                                                                                                 
201549,98,21,CRO                                                                                                 
105227,159,21,CRO                                                                                                 
105015,70,21,CRO                                                                                                 
222045,23,21,CRO                                                                                                 
210742,90,21,CRO                                                                                                 
211951,86,21,CRO                                                                                                 
127339,89,21,CRO                                                                                                 
207213,32,21,CRO                                                                                                 
202438,34,21,CRO                                                                                                 
104471,24,21,CRO                                                                                                 
